id,date,source,language,country,topic_category,topic_subcategory,headline,short_text,sentiment,engagement_score,trend_score
trend_00701,2026-02-17,google_trends,ur,US,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from US are actively discussing bollywood within the broader category of entertainment across multiple platforms.,positive,8970,0.548
trend_00702,2026-02-16,social_media_stream,hi,GB,economy,stock_market,Stock Market remains a key concern for young professionals,Users from GB are actively discussing stock market within the broader category of economy across multiple platforms.,negative,1184,0.991
trend_00703,2026-02-24,google_trends,ur,IN,sports,olympics,Record engagement for recent olympics matches,Users from IN are actively discussing olympics within the broader category of sports across multiple platforms.,positive,8447,0.789
trend_00704,2026-02-03,google_trends,hi,IN,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from IN are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,neutral,2319,0.554
trend_00705,2026-02-25,news_api,en,IN,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from IN are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,positive,6494,0.319
trend_00706,2026-02-09,news_api,ur,IN,sports,football,Record engagement for recent football matches,Users from IN are actively discussing football within the broader category of sports across multiple platforms.,positive,2308,0.873
trend_00707,2026-02-26,google_trends,en,GB,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from GB are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,positive,1056,0.3
trend_00708,2026-02-26,google_trends,hi,PK,economy,inflation,Inflation remains a key concern for young professionals,Users from PK are actively discussing inflation within the broader category of economy across multiple platforms.,neutral,6218,0.444
trend_00709,2026-02-03,news_api,en,PK,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from PK are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,neutral,5138,0.445
trend_00710,2026-02-09,social_media_stream,hi,PK,economy,crypto,Crypto remains a key concern for young professionals,Users from PK are actively discussing crypto within the broader category of economy across multiple platforms.,positive,580,0.899
trend_00711,2026-02-23,social_media_stream,hi,GB,economy,stock_market,Stock Market remains a key concern for young professionals,Users from GB are actively discussing stock market within the broader category of economy across multiple platforms.,neutral,1740,0.949
trend_00712,2026-02-27,news_api,ur,PK,sports,olympics,Record engagement for recent olympics matches,Users from PK are actively discussing olympics within the broader category of sports across multiple platforms.,neutral,4836,0.687
trend_00713,2026-02-18,social_media_stream,en,GB,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from GB are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,positive,208,0.81
trend_00714,2026-02-25,google_trends,en,GB,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from GB are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,positive,9826,0.859
trend_00715,2026-02-09,news_api,en,US,global_events,protests,Global attention shifts towards protests developments,Users from US are actively discussing protests within the broader category of global events across multiple platforms.,positive,6175,0.63
trend_00716,2026-02-17,social_media_stream,en,IN,sports,cricket,Record engagement for recent cricket matches,Users from IN are actively discussing cricket within the broader category of sports across multiple platforms.,negative,2789,0.216
trend_00717,2026-02-04,news_api,ur,GB,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from GB are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,3152,0.938
trend_00718,2026-02-26,news_api,en,PK,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from PK are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,negative,8703,0.616
trend_00719,2026-02-12,google_trends,ur,PK,sports,esports,Record engagement for recent esports matches,Users from PK are actively discussing esports within the broader category of sports across multiple platforms.,positive,4537,0.264
trend_00720,2026-02-05,news_api,en,PK,global_events,protests,Global attention shifts towards protests developments,Users from PK are actively discussing protests within the broader category of global events across multiple platforms.,negative,5813,0.212
trend_00721,2026-02-03,news_api,en,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,neutral,4535,0.476
trend_00722,2026-02-03,news_api,hi,PK,entertainment,music_releases,Fans react to latest music releases news on social media,Users from PK are actively discussing music releases within the broader category of entertainment across multiple platforms.,neutral,3807,0.61
trend_00723,2026-02-05,social_media_stream,ur,US,sports,football,Record engagement for recent football matches,Users from US are actively discussing football within the broader category of sports across multiple platforms.,negative,9219,0.752
trend_00724,2026-02-09,google_trends,ur,GB,economy,crypto,Crypto remains a key concern for young professionals,Users from GB are actively discussing crypto within the broader category of economy across multiple platforms.,positive,7719,0.644
trend_00725,2026-02-04,news_api,en,IN,global_events,climate,Global attention shifts towards climate developments,Users from IN are actively discussing climate within the broader category of global events across multiple platforms.,negative,9951,0.174
trend_00726,2026-02-20,google_trends,en,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,positive,3696,0.498
trend_00727,2026-02-19,social_media_stream,en,GB,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from GB are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,negative,1121,0.169
trend_00728,2026-02-18,news_api,en,PK,global_events,elections,Global attention shifts towards elections developments,Users from PK are actively discussing elections within the broader category of global events across multiple platforms.,neutral,3391,0.709
trend_00729,2026-02-15,news_api,en,US,sports,esports,Record engagement for recent esports matches,Users from US are actively discussing esports within the broader category of sports across multiple platforms.,neutral,3365,0.464
trend_00730,2026-02-17,google_trends,ur,GB,economy,jobs,Jobs remains a key concern for young professionals,Users from GB are actively discussing jobs within the broader category of economy across multiple platforms.,negative,283,0.608
trend_00731,2026-02-16,news_api,en,PK,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from PK are actively discussing startups within the broader category of ai and tech across multiple platforms.,positive,964,0.109
trend_00732,2026-02-19,social_media_stream,ur,PK,global_events,climate,Global attention shifts towards climate developments,Users from PK are actively discussing climate within the broader category of global events across multiple platforms.,negative,860,0.134
trend_00733,2026-02-12,news_api,hi,GB,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from GB are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,positive,5517,0.648
trend_00734,2026-02-06,news_api,ur,GB,economy,jobs,Jobs remains a key concern for young professionals,Users from GB are actively discussing jobs within the broader category of economy across multiple platforms.,positive,6071,0.56
trend_00735,2026-02-21,google_trends,en,US,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from US are actively discussing hollywood within the broader category of entertainment across multiple platforms.,positive,8414,0.317
trend_00736,2026-02-10,social_media_stream,en,US,sports,olympics,Record engagement for recent olympics matches,Users from US are actively discussing olympics within the broader category of sports across multiple platforms.,positive,6777,0.9
trend_00737,2026-02-07,google_trends,en,PK,economy,inflation,Inflation remains a key concern for young professionals,Users from PK are actively discussing inflation within the broader category of economy across multiple platforms.,positive,6908,0.31
trend_00738,2026-02-21,google_trends,hi,IN,sports,esports,Record engagement for recent esports matches,Users from IN are actively discussing esports within the broader category of sports across multiple platforms.,neutral,8655,0.194
trend_00739,2026-02-21,google_trends,hi,IN,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from IN are actively discussing bollywood within the broader category of entertainment across multiple platforms.,positive,5409,0.265
trend_00740,2026-02-27,news_api,ur,IN,economy,inflation,Inflation remains a key concern for young professionals,Users from IN are actively discussing inflation within the broader category of economy across multiple platforms.,neutral,7762,0.873
trend_00741,2026-02-26,google_trends,en,GB,sports,football,Record engagement for recent football matches,Users from GB are actively discussing football within the broader category of sports across multiple platforms.,negative,7153,0.372
trend_00742,2026-02-27,google_trends,ur,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,positive,3868,0.69
trend_00743,2026-02-08,news_api,ur,PK,global_events,elections,Global attention shifts towards elections developments,Users from PK are actively discussing elections within the broader category of global events across multiple platforms.,neutral,8566,0.533
trend_00744,2026-02-05,news_api,en,GB,sports,olympics,Record engagement for recent olympics matches,Users from GB are actively discussing olympics within the broader category of sports across multiple platforms.,negative,6312,0.123
trend_00745,2026-02-09,news_api,ur,GB,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from GB are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,neutral,9037,0.471
trend_00746,2026-02-13,social_media_stream,hi,US,global_events,elections,Global attention shifts towards elections developments,Users from US are actively discussing elections within the broader category of global events across multiple platforms.,negative,3313,0.349
trend_00747,2026-02-19,news_api,en,US,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from US are actively discussing startups within the broader category of ai and tech across multiple platforms.,neutral,6867,0.701
trend_00748,2026-02-06,news_api,en,US,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from US are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,negative,1957,0.328
trend_00749,2026-02-28,google_trends,en,PK,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from PK are actively discussing kdrama within the broader category of entertainment across multiple platforms.,neutral,4063,0.182
trend_00750,2026-02-23,news_api,en,US,sports,olympics,Record engagement for recent olympics matches,Users from US are actively discussing olympics within the broader category of sports across multiple platforms.,positive,5586,0.942
trend_00751,2026-02-27,news_api,hi,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,neutral,2848,0.238
trend_00752,2026-02-01,news_api,hi,IN,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from IN are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,neutral,4321,0.456
trend_00753,2026-02-27,news_api,en,US,global_events,elections,Global attention shifts towards elections developments,Users from US are actively discussing elections within the broader category of global events across multiple platforms.,negative,3746,0.472
trend_00754,2026-02-04,news_api,ur,PK,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from PK are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,negative,2325,0.596
trend_00755,2026-02-28,social_media_stream,ur,PK,economy,inflation,Inflation remains a key concern for young professionals,Users from PK are actively discussing inflation within the broader category of economy across multiple platforms.,neutral,952,0.633
trend_00756,2026-02-15,google_trends,en,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,neutral,5760,0.136
trend_00757,2026-02-09,social_media_stream,ur,PK,global_events,protests,Global attention shifts towards protests developments,Users from PK are actively discussing protests within the broader category of global events across multiple platforms.,positive,7007,0.914
trend_00758,2026-02-04,social_media_stream,hi,GB,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from GB are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,positive,1658,0.504
trend_00759,2026-02-16,news_api,hi,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,negative,1003,0.228
trend_00760,2026-02-16,social_media_stream,en,IN,sports,olympics,Record engagement for recent olympics matches,Users from IN are actively discussing olympics within the broader category of sports across multiple platforms.,neutral,6558,0.266
trend_00761,2026-02-27,news_api,en,US,global_events,climate,Global attention shifts towards climate developments,Users from US are actively discussing climate within the broader category of global events across multiple platforms.,negative,9474,0.808
trend_00762,2026-02-05,google_trends,hi,PK,sports,esports,Record engagement for recent esports matches,Users from PK are actively discussing esports within the broader category of sports across multiple platforms.,positive,8008,0.33
trend_00763,2026-02-19,google_trends,en,US,economy,inflation,Inflation remains a key concern for young professionals,Users from US are actively discussing inflation within the broader category of economy across multiple platforms.,negative,510,0.885
trend_00764,2026-02-10,social_media_stream,ur,PK,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from PK are actively discussing hollywood within the broader category of entertainment across multiple platforms.,negative,2013,0.357
trend_00765,2026-02-05,social_media_stream,hi,IN,global_events,climate,Global attention shifts towards climate developments,Users from IN are actively discussing climate within the broader category of global events across multiple platforms.,negative,6024,0.934
trend_00766,2026-02-03,social_media_stream,hi,US,economy,crypto,Crypto remains a key concern for young professionals,Users from US are actively discussing crypto within the broader category of economy across multiple platforms.,negative,3675,0.267
trend_00767,2026-02-23,news_api,en,GB,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from GB are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,8612,0.68
trend_00768,2026-02-09,social_media_stream,hi,PK,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from PK are actively discussing kdrama within the broader category of entertainment across multiple platforms.,positive,2005,0.488
trend_00769,2026-02-05,social_media_stream,en,PK,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from PK are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,neutral,114,0.341
trend_00770,2026-02-26,news_api,ur,IN,economy,jobs,Jobs remains a key concern for young professionals,Users from IN are actively discussing jobs within the broader category of economy across multiple platforms.,negative,9546,0.606
trend_00771,2026-02-20,google_trends,ur,PK,sports,olympics,Record engagement for recent olympics matches,Users from PK are actively discussing olympics within the broader category of sports across multiple platforms.,negative,1847,0.855
trend_00772,2026-02-08,social_media_stream,ur,IN,economy,jobs,Jobs remains a key concern for young professionals,Users from IN are actively discussing jobs within the broader category of economy across multiple platforms.,positive,2562,0.505
trend_00773,2026-02-06,social_media_stream,ur,GB,global_events,elections,Global attention shifts towards elections developments,Users from GB are actively discussing elections within the broader category of global events across multiple platforms.,neutral,4236,0.524
trend_00774,2026-02-27,news_api,ur,US,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from US are actively discussing bollywood within the broader category of entertainment across multiple platforms.,positive,9772,0.35
trend_00775,2026-02-02,google_trends,ur,PK,economy,crypto,Crypto remains a key concern for young professionals,Users from PK are actively discussing crypto within the broader category of economy across multiple platforms.,positive,7280,0.199
trend_00776,2026-02-27,news_api,hi,PK,economy,stock_market,Stock Market remains a key concern for young professionals,Users from PK are actively discussing stock market within the broader category of economy across multiple platforms.,negative,2032,0.278
trend_00777,2026-02-18,news_api,ur,GB,sports,football,Record engagement for recent football matches,Users from GB are actively discussing football within the broader category of sports across multiple platforms.,negative,9210,0.868
trend_00778,2026-02-12,social_media_stream,hi,US,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from US are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,7135,0.604
trend_00779,2026-02-01,news_api,hi,PK,economy,jobs,Jobs remains a key concern for young professionals,Users from PK are actively discussing jobs within the broader category of economy across multiple platforms.,neutral,6184,0.698
trend_00780,2026-02-17,social_media_stream,en,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,negative,7823,0.155
trend_00781,2026-02-27,social_media_stream,en,US,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from US are actively discussing bollywood within the broader category of entertainment across multiple platforms.,negative,1742,0.779
trend_00782,2026-02-07,news_api,en,US,global_events,conflicts,Global attention shifts towards conflicts developments,Users from US are actively discussing conflicts within the broader category of global events across multiple platforms.,positive,1272,0.887
trend_00783,2026-02-19,social_media_stream,hi,US,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from US are actively discussing kdrama within the broader category of entertainment across multiple platforms.,negative,2170,0.601
trend_00784,2026-02-28,news_api,ur,IN,economy,jobs,Jobs remains a key concern for young professionals,Users from IN are actively discussing jobs within the broader category of economy across multiple platforms.,negative,7085,0.454
trend_00785,2026-02-13,google_trends,hi,US,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from US are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,neutral,1004,0.387
trend_00786,2026-02-11,news_api,hi,GB,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from GB are actively discussing kdrama within the broader category of entertainment across multiple platforms.,negative,5436,0.604
trend_00787,2026-02-11,news_api,ur,PK,economy,crypto,Crypto remains a key concern for young professionals,Users from PK are actively discussing crypto within the broader category of economy across multiple platforms.,positive,1813,0.742
trend_00788,2026-02-22,google_trends,ur,IN,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from IN are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,5137,0.809
trend_00789,2026-02-21,google_trends,hi,IN,global_events,climate,Global attention shifts towards climate developments,Users from IN are actively discussing climate within the broader category of global events across multiple platforms.,positive,1656,0.811
trend_00790,2026-02-04,social_media_stream,ur,PK,economy,inflation,Inflation remains a key concern for young professionals,Users from PK are actively discussing inflation within the broader category of economy across multiple platforms.,negative,9903,0.808
trend_00791,2026-02-01,google_trends,hi,IN,global_events,conflicts,Global attention shifts towards conflicts developments,Users from IN are actively discussing conflicts within the broader category of global events across multiple platforms.,negative,383,0.309
trend_00792,2026-02-25,google_trends,hi,GB,economy,jobs,Jobs remains a key concern for young professionals,Users from GB are actively discussing jobs within the broader category of economy across multiple platforms.,positive,9669,0.779
trend_00793,2026-02-05,social_media_stream,hi,PK,sports,cricket,Record engagement for recent cricket matches,Users from PK are actively discussing cricket within the broader category of sports across multiple platforms.,negative,3733,0.642
trend_00794,2026-02-26,social_media_stream,ur,GB,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from GB are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,positive,5191,0.726
trend_00795,2026-02-01,google_trends,en,IN,global_events,climate,Global attention shifts towards climate developments,Users from IN are actively discussing climate within the broader category of global events across multiple platforms.,neutral,2290,0.62
trend_00796,2026-02-21,social_media_stream,ur,GB,economy,inflation,Inflation remains a key concern for young professionals,Users from GB are actively discussing inflation within the broader category of economy across multiple platforms.,negative,5926,0.297
trend_00797,2026-02-04,news_api,hi,GB,sports,olympics,Record engagement for recent olympics matches,Users from GB are actively discussing olympics within the broader category of sports across multiple platforms.,neutral,291,0.287
trend_00798,2026-02-05,news_api,ur,GB,economy,stock_market,Stock Market remains a key concern for young professionals,Users from GB are actively discussing stock market within the broader category of economy across multiple platforms.,positive,3915,0.752
trend_00799,2026-02-17,news_api,hi,IN,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from IN are actively discussing hollywood within the broader category of entertainment across multiple platforms.,neutral,9670,0.614
trend_00800,2026-02-03,news_api,en,IN,global_events,conflicts,Global attention shifts towards conflicts developments,Users from IN are actively discussing conflicts within the broader category of global events across multiple platforms.,negative,3081,0.596
trend_00801,2026-02-15,news_api,hi,IN,global_events,climate,Global attention shifts towards climate developments,Users from IN are actively discussing climate within the broader category of global events across multiple platforms.,positive,6080,0.412
trend_00802,2026-02-03,news_api,en,IN,economy,stock_market,Stock Market remains a key concern for young professionals,Users from IN are actively discussing stock market within the broader category of economy across multiple platforms.,negative,2556,0.347
trend_00803,2026-02-20,google_trends,hi,PK,global_events,climate,Global attention shifts towards climate developments,Users from PK are actively discussing climate within the broader category of global events across multiple platforms.,neutral,8132,0.874
trend_00804,2026-02-16,news_api,en,GB,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from GB are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,negative,4205,0.128
trend_00805,2026-02-28,google_trends,en,GB,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from GB are actively discussing startups within the broader category of ai and tech across multiple platforms.,positive,6915,0.363
trend_00806,2026-02-11,social_media_stream,en,PK,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from PK are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,555,0.272
trend_00807,2026-02-09,news_api,hi,US,global_events,elections,Global attention shifts towards elections developments,Users from US are actively discussing elections within the broader category of global events across multiple platforms.,positive,6705,0.723
trend_00808,2026-02-27,social_media_stream,hi,PK,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from PK are actively discussing startups within the broader category of ai and tech across multiple platforms.,neutral,8415,0.483
trend_00809,2026-02-16,google_trends,hi,US,sports,football,Record engagement for recent football matches,Users from US are actively discussing football within the broader category of sports across multiple platforms.,negative,6025,0.782
trend_00810,2026-02-20,google_trends,en,PK,sports,football,Record engagement for recent football matches,Users from PK are actively discussing football within the broader category of sports across multiple platforms.,positive,5104,0.543
trend_00811,2026-02-03,social_media_stream,hi,US,sports,olympics,Record engagement for recent olympics matches,Users from US are actively discussing olympics within the broader category of sports across multiple platforms.,positive,9409,0.82
trend_00812,2026-02-03,google_trends,ur,GB,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from GB are actively discussing kdrama within the broader category of entertainment across multiple platforms.,neutral,5829,0.26
trend_00813,2026-02-12,google_trends,ur,GB,sports,olympics,Record engagement for recent olympics matches,Users from GB are actively discussing olympics within the broader category of sports across multiple platforms.,neutral,3799,0.19
trend_00814,2026-02-22,social_media_stream,en,US,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from US are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,positive,9245,0.862
trend_00815,2026-02-01,news_api,en,PK,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from PK are actively discussing kdrama within the broader category of entertainment across multiple platforms.,neutral,8831,0.591
trend_00816,2026-02-01,social_media_stream,hi,IN,global_events,climate,Global attention shifts towards climate developments,Users from IN are actively discussing climate within the broader category of global events across multiple platforms.,neutral,5527,0.439
trend_00817,2026-02-25,social_media_stream,ur,GB,sports,esports,Record engagement for recent esports matches,Users from GB are actively discussing esports within the broader category of sports across multiple platforms.,positive,5712,0.794
trend_00818,2026-02-24,news_api,hi,US,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from US are actively discussing hollywood within the broader category of entertainment across multiple platforms.,negative,4766,0.82
trend_00819,2026-02-25,google_trends,ur,IN,global_events,conflicts,Global attention shifts towards conflicts developments,Users from IN are actively discussing conflicts within the broader category of global events across multiple platforms.,neutral,7190,0.929
trend_00820,2026-02-01,social_media_stream,ur,GB,sports,esports,Record engagement for recent esports matches,Users from GB are actively discussing esports within the broader category of sports across multiple platforms.,neutral,8806,0.497
trend_00821,2026-02-03,google_trends,hi,PK,sports,olympics,Record engagement for recent olympics matches,Users from PK are actively discussing olympics within the broader category of sports across multiple platforms.,negative,8399,0.68
trend_00822,2026-02-07,news_api,en,IN,global_events,protests,Global attention shifts towards protests developments,Users from IN are actively discussing protests within the broader category of global events across multiple platforms.,neutral,5664,0.644
trend_00823,2026-02-25,google_trends,en,US,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from US are actively discussing kdrama within the broader category of entertainment across multiple platforms.,negative,7025,0.863
trend_00824,2026-02-04,social_media_stream,ur,GB,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from GB are actively discussing bollywood within the broader category of entertainment across multiple platforms.,neutral,8308,0.848
trend_00825,2026-02-16,news_api,en,US,global_events,elections,Global attention shifts towards elections developments,Users from US are actively discussing elections within the broader category of global events across multiple platforms.,positive,641,0.865
trend_00826,2026-02-15,google_trends,en,GB,sports,esports,Record engagement for recent esports matches,Users from GB are actively discussing esports within the broader category of sports across multiple platforms.,negative,8161,0.419
trend_00827,2026-02-20,google_trends,en,US,economy,crypto,Crypto remains a key concern for young professionals,Users from US are actively discussing crypto within the broader category of economy across multiple platforms.,neutral,4597,0.173
trend_00828,2026-02-05,news_api,hi,IN,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from IN are actively discussing kdrama within the broader category of entertainment across multiple platforms.,neutral,2417,0.851
trend_00829,2026-02-12,social_media_stream,ur,IN,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from IN are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,1247,0.676
trend_00830,2026-02-18,google_trends,en,IN,global_events,conflicts,Global attention shifts towards conflicts developments,Users from IN are actively discussing conflicts within the broader category of global events across multiple platforms.,positive,4477,0.52
trend_00831,2026-02-11,social_media_stream,hi,US,sports,cricket,Record engagement for recent cricket matches,Users from US are actively discussing cricket within the broader category of sports across multiple platforms.,neutral,5249,0.159
trend_00832,2026-02-04,news_api,en,GB,global_events,conflicts,Global attention shifts towards conflicts developments,Users from GB are actively discussing conflicts within the broader category of global events across multiple platforms.,positive,9260,0.871
trend_00833,2026-02-22,social_media_stream,ur,IN,entertainment,music_releases,Fans react to latest music releases news on social media,Users from IN are actively discussing music releases within the broader category of entertainment across multiple platforms.,positive,887,0.53
trend_00834,2026-02-27,social_media_stream,ur,GB,global_events,climate,Global attention shifts towards climate developments,Users from GB are actively discussing climate within the broader category of global events across multiple platforms.,neutral,3573,0.673
trend_00835,2026-02-22,google_trends,en,US,economy,jobs,Jobs remains a key concern for young professionals,Users from US are actively discussing jobs within the broader category of economy across multiple platforms.,neutral,3292,0.338
trend_00836,2026-02-09,social_media_stream,ur,PK,global_events,climate,Global attention shifts towards climate developments,Users from PK are actively discussing climate within the broader category of global events across multiple platforms.,positive,1750,0.96
trend_00837,2026-02-16,news_api,hi,GB,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from GB are actively discussing startups within the broader category of ai and tech across multiple platforms.,neutral,8237,0.709
trend_00838,2026-02-28,google_trends,ur,US,global_events,conflicts,Global attention shifts towards conflicts developments,Users from US are actively discussing conflicts within the broader category of global events across multiple platforms.,positive,6241,0.664
trend_00839,2026-02-06,social_media_stream,en,US,global_events,protests,Global attention shifts towards protests developments,Users from US are actively discussing protests within the broader category of global events across multiple platforms.,positive,5727,0.399
trend_00840,2026-02-16,social_media_stream,en,US,global_events,protests,Global attention shifts towards protests developments,Users from US are actively discussing protests within the broader category of global events across multiple platforms.,negative,4748,0.776
trend_00841,2026-02-04,social_media_stream,hi,US,economy,jobs,Jobs remains a key concern for young professionals,Users from US are actively discussing jobs within the broader category of economy across multiple platforms.,neutral,6041,0.918
trend_00842,2026-02-03,google_trends,en,GB,global_events,climate,Global attention shifts towards climate developments,Users from GB are actively discussing climate within the broader category of global events across multiple platforms.,positive,3052,0.726
trend_00843,2026-02-07,news_api,hi,GB,economy,stock_market,Stock Market remains a key concern for young professionals,Users from GB are actively discussing stock market within the broader category of economy across multiple platforms.,positive,4414,0.112
trend_00844,2026-02-08,news_api,ur,IN,sports,esports,Record engagement for recent esports matches,Users from IN are actively discussing esports within the broader category of sports across multiple platforms.,positive,1016,0.307
trend_00845,2026-02-25,social_media_stream,hi,US,economy,inflation,Inflation remains a key concern for young professionals,Users from US are actively discussing inflation within the broader category of economy across multiple platforms.,neutral,2419,0.92
trend_00846,2026-02-05,google_trends,ur,PK,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from PK are actively discussing bollywood within the broader category of entertainment across multiple platforms.,neutral,8988,0.328
trend_00847,2026-02-03,google_trends,ur,US,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from US are actively discussing kdrama within the broader category of entertainment across multiple platforms.,negative,3215,0.763
trend_00848,2026-02-11,social_media_stream,en,IN,global_events,protests,Global attention shifts towards protests developments,Users from IN are actively discussing protests within the broader category of global events across multiple platforms.,positive,9098,0.777
trend_00849,2026-02-02,social_media_stream,en,IN,sports,olympics,Record engagement for recent olympics matches,Users from IN are actively discussing olympics within the broader category of sports across multiple platforms.,neutral,6972,0.237
trend_00850,2026-02-18,social_media_stream,hi,GB,economy,stock_market,Stock Market remains a key concern for young professionals,Users from GB are actively discussing stock market within the broader category of economy across multiple platforms.,positive,8864,0.151
trend_00851,2026-02-09,social_media_stream,en,PK,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from PK are actively discussing hollywood within the broader category of entertainment across multiple platforms.,neutral,1168,0.213
trend_00852,2026-02-13,google_trends,hi,PK,sports,esports,Record engagement for recent esports matches,Users from PK are actively discussing esports within the broader category of sports across multiple platforms.,negative,7141,0.321
trend_00853,2026-02-28,google_trends,en,GB,entertainment,music_releases,Fans react to latest music releases news on social media,Users from GB are actively discussing music releases within the broader category of entertainment across multiple platforms.,neutral,8021,0.947
trend_00854,2026-02-13,news_api,ur,PK,economy,inflation,Inflation remains a key concern for young professionals,Users from PK are actively discussing inflation within the broader category of economy across multiple platforms.,positive,1563,0.848
trend_00855,2026-02-15,social_media_stream,ur,GB,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from GB are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,negative,5434,0.93
